title,author,isbn13,isbn10,rank,rating,description,amazon_product_url,publisher,categories,country_of_publication,year
A Beginner's Guide to the Stock Market: Everything You Need to Start Making Money Today,Matthew R. Kratter,,1099617200,2.0,4.5,,,,"[""Books"",""Business & Money"",""Investing""]",,2019-05-21
A Beginner's Guide to the Stock Market: Everything You Need to Start Making Money Today,Matthew R. Kratter ;Mike Norgaard (Narrator);Little Cash Machines L;L;C (Publisher),,,3.0,4.5,,,,"[""Books"",""Business & Money"",""Investing"",""Stocks""]",,
A Beginner's Guide to the Stock Market: Everything You Need to Start Making Money Today,Matthew R. Kratter ;Mike Norgaard (Narrator);Little Cash Machines L;L;C (Publisher),,,3.0,4.5,,,,"[""Books"",""Business & Money"",""Investing"",""Stocks""]",,2019-05-21
A Breath of Snow and Ashes (Outlander),Diana Gabaldon,,0385324162,70.0,4.8,,,,"Time travel -- Fiction., North Carolina -- History -- Colonial period, ca. 1600-1775 -- Fiction., North Carolina -- History -- Revolution, 1775-1783 -- Fiction.",,2011-08-31
"A Breath of Snow and Ashes: Outlander, Book 6",Diana Gabaldon ;Davina Porter (Narrator);Recorded Books (Publisher),,,7.0,4.8,,,,"[""Books"",""Romance"",""Historical"",""Scottish""]",,
A Brief History of Time,Stephen Hawking,,9780553380163,1.0,4.7,,,,"[""Books"",""Science & Math"",""Astronomy & Space Science""]",,1998-09-01
A CEDAR COVE CHRISTMAS,Debbie Macomber,,,7.0,,A pregnant woman shows up in Cedar Cove on Christmas Eve and goes into labor in a room above a stable.,http://www.amazon.com/Cedar-Cove-Christmas-Debbie-Macomber-ebook/dp/B001ANST8Q?tag=NYTBS-20,Mira,,,
"A CERTAIN SCIENTIFIC RAILGUN, VOL. 2",Kazuma Kamachi,9781935934028,1935934023,2.0,,"Welcome to Academy City, which teems with psychics. One of them is Mikoto Misaka, who investigates the dark side of things.",https://www.amazon.com/Certain-Scientific-Railgun-Vol/dp/1935934023?tag=NYTBS-20,,,English-speaking area,2011-09-27
A CHAIN OF THUNDER,Jeff Shaara,,,7.0,,A novel about the siege of Vicksburg in 1863; the second book in a trilogy about the Civil War.,http://www.amazon.com/Chain-Thunder-Novel-Siege-Vicksburg/dp/0345527380?tag=NYTBS-20,Ballantine,,,
A CHANGE IN ALTITUDE,Anita Shreve,,,11.0,,A young woman’s life is transformed by a mountain-climbing accident in Kenya.,http://www.amazon.com/A-Change-Altitude-Novel/dp/0316020710?tag=NYTBS-20,"Little, Brown",,,2009-11-05
A CHILD OF BOOKS,Oliver Jeffers;Sam Winston,9780763690779,0763690775,5.0,,Kids scale typographic mountains in a tribute to words.,https://www.amazon.com/Child-Books-Oliver-Jeffers/dp/0763690775?tag=NYTBS-20,,,English-speaking area,2016-09-06
A CHILD'S FIRST BOOK OF TRUMP,Michael Ian Black;Marc Rosenthal,9781481488006,1481488007,5.0,,,https://www.amazon.com/Childs-First-Book-Trump/dp/1481488007?tag=NYTBS-20,,"Parodies, imitations, Humor, Election, Presidential candidates, Presidents, Verse satire",English-speaking area,2016-07-05
A CHRISTMAS BRIDE,Susan Mallery,9780373778027,0373778023,5.0,,"A reissue of a 2011 novella, ""Only Us: A Fool’s Gold Holiday,"" and a 2007 novel, ""The Sheik and the Christmas Bride.""",https://www.amazon.com/Christmas-Bride-Fools-Holiday?tag=NYTBS-20,,,English-speaking area,2012-10-23
A CLASH OF KINGS,George R. R. Martin,9780553579901,0553579908,4.0,,"From the citadel of Dragonstone to the shores of Winterfell, factions vie for control of a divided land; Book 2 of ""A Song of Ice and Fire.""",https://www.amazon.com/Clash-Kings-Song-Fire-Book/dp/0553579908?tag=NYTBS-20,,"Fantasy fiction, Fiction - Fantasy, Fiction, Fantasy - Epic, Fiction / Fantasy / Epic, Fantasy - Series, Fantasy - General",English-speaking area,2000-09-05
A COLONY IN A NATION,Chris Hayes,9780393254228,0393254224,5.0,,The MSNC host discusses race relations with a focus on the differences in policing in the white nation and its black colony.,https://www.amazon.com/Colony-Nation-Chris-Hayes/dp/0393254224?tag=NYTBS-20,,,English-speaking area,2017-03-21
A COLUMN OF FIRE,Ken Follett,9780525954972,052595497X,1.0,,The lovers Ned Willard and Margery Fitzgerald find themselves on opposite sides of a conflict between English Catholics and Protestants while Queen Elizabeth fights to maintain her throne.,https://www.amazon.com/Column-Fire-Kingsbridge-Ken-Follett-ebook/dp/B01N1U8IB3?tag=NYTBS-20,Viking,"Fiction, History",English-speaking area,2017-09-12
A COMMON STRUGGLE,Patrick J. Kennedy;Stephen Fried,9780399173325,0399173323,3.0,,"The former Rhode Island representative, the son of Senator Ted Kennedy, describes his troubles with bipolar disorder and addiction and his subsequent advocacy for mental health care and research.",https://www.amazon.com/Common-Struggle-Personal-Journey-Addiction/dp/0399173323?tag=NYTBS-20,,"Drug addicts, Mental health, Medication abuse, Legislators, Biography, Patient advocacy, Social aspects, Drug abuse, Legislative history, United States, Mental illness, MEDICAL / Mental Health, United States. Congress. House, Treatment, Manic-depressive persons, PSYCHOLOGY / Psychopathology / Addiction, BIOGRAPHY & AUTOBIOGRAPHY / Political",English-speaking area,
A CONJURING OF LIGHT,V. E. Schwab,,,6.0,,The final book in the Shades of Magic fantasy series.,https://www.amazon.com/Conjuring-Light-Novel-Shades-Magic/dp/0765387468?tag=NYTBS-20,Tor/Tom Doherty,,,2017-02-21
A COURSE IN WEIGHT LOSS,Barbra Streisand,9781401921521,1401921523,4.0,,A program that links losing weight to spiritual growth.,https://www.amazon.com/Course-Weight-Loss-Spiritual-Surrendering/dp/1401921523?tag=NYTBS-20,,"Health, Mind & Body -- Diets & Weight Loss -- Diets -- Weight Loss, Health, Mind & Body -- Personal Health, Health, Mind & Body -- Self-Help -- Eating Disorders, Health, Mind & Body -- Self-Help -- Self-Esteem, Religion & Spirituality -- Authors, A-Z -- ( W ) -- Williamson, Marianne",English-speaking area,2010
A COURT OF MIST AND FURY,Sarah J. Maas,9781619634466,1619634465,1.0,,A sequel follows Feyre through the shadowy world of the Night Court.,https://www.amazon.com/Court-Mist-Fury-Thorns-Roses-ebook/dp/B015FELXQ0?tag=NYTBS-20,,,English-speaking area,2016-05-03
A COURT OF THORNS AND ROSES,Sarah J. Maas,9781619634459,1619634457,2.0,,A huntress is carried off to a treacherous magical land.,https://www.amazon.com/Court-Thorns-Roses-Sarah-Maas-ebook/dp/B00OZP5VRS?tag=NYTBS-20,,,English-speaking area,2015-05-05
A CREED IN STONE CREEK,Linda Lael Miller,9780373775552,0373775555,1.0,,"Steven Creed becomes the guardian of a 5-year-old boy, trading his law firm for a ranch near his McKettrick family in Stone Creek, Ariz.",https://www.amazon.com/Creed-Stone-Creek-Montana-Creeds-ebook/dp/B004MPRZ0C?tag=NYTBS-20,,,English-speaking area,2011-02-22
A CROWN IMPERILED,Raymond E. Feist,,,20.0,,,http://www.amazon.com/A-Crown-Imperiled-Chaoswar-Saga/dp/006146841X?tag=NYTBS-20,Harper Voyager,,,2012-02-20
A CURIOUS MIND,Brian Grazer;Charles Fishman,9781476730752,147673075X,1.0,,"The Oscar-winning producer describes the importance of curiosity in his life, and how others can harness its power.",https://www.amazon.com/Curious-Mind-Secret-Bigger-Life-ebook/dp/B00LJXK23C?tag=NYTBS-20,,"BIOGRAPHY & AUTOBIOGRAPHY / Entertainment & Performing Arts, BUSINESS & ECONOMICS / Decision-Making & Problem Solving, SELF-HELP / Personal Growth / Happiness, Curiosity, Self-actualization (Psychology), SELF-HELP / Creativity, Creative thinking",English-speaking area,2015-04-07
A Christmas Carol,Charles Dickens,,1712674218,39.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",,
A Christmas Carol,Charles Dickens,,1712674218,39.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",,
A Christmas Carol,Charles Dickens ;Derek Miller (Narrator);M;V;P (Publisher),,,31.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror"",""Ghosts""]",,
A Christmas Carol,Charles Dickens ;Derek Miller (Narrator);M;V;P (Publisher),,,31.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror"",""Ghosts""]",,
A Christmas Carol (Bantam Classics),Charles Dickens,,9780553212440,5.0,4.7,,,,"Literature: Classics, Fiction, Literature - Classics / Criticism, Classics, Fiction / Classics, Christmas, Christmas stories, Ghosts",,
A Christmas Carol (Calla Editions),Charles Dickens,,1606601210,3.0,4.7,,,,English literature,,2018-09-12
A Christmas Carol (Chiltern Classic),Charles Dickens,,1912714701,59.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",,2020-08-14
A Christmas Carol (Dover Thrift Editions),Charles Dickens,,0486268659,65.0,4.7,,,,"Scrooge, Ebenezer (Fictitious character) -- Fiction., Poor families -- Fiction., Sick children -- Fiction., Misers -- Fiction., London (England) -- Fiction.",,2017-11-15
A Christmas Carol (Simon & Schuster Edition),Charles Dickens ;Patrick Stewart (Narrator);Simon;Schuster Audio (Publisher),,,1.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Dramas & Plays"",""British & Irish""]",,
A Christmas Carol: The Original Manuscript Edition,Charles Dickens,,0393608646,63.0,4.7,,,,"Sick children, English Manuscripts, Poor families, Misers, Facsimiles, Fiction",,2016-11-01
A Christmas Carol: With Original Illustrations In Full Color,Charles Dickens,,1936830884,7.0,4.7,,,,"[""Books"",""Christian Books & Bibles"",""Literature & Fiction""]",,2016-09-12
"A Clash of Kings: A Song of Ice and Fire, Book 2",Roy Dotrice (Narrator);George R. R. Martin ;Random House Audio (Publisher),,,36.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",,2012-03
"A Column of Fire: The Kingsbridge Novels, Book 3",Ken Follett ;John Lee (Narrator);Macmillan Digital Audio (Publisher),,,14.0,4.6,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Spies & Politics"",""Espionage""]",,
A Court of Frost and Starlight,Sarah J. Maas ;Amanda Leigh Cobb (Narrator);Recorded Books (Publisher),,,4.0,4.5,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",,2019-05-07
A Court of Frost and Starlight (A Court of Thorns and Roses),Sarah J. Maas,,1635575621,33.0,4.5,,,,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",,
A Court of Mist and Fury,Sarah J. Maas ;Jennifer Ikeda (Narrator);Recorded Books (Publisher),,,2.0,4.9,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",,
A Court of Mist and Fury (A Court of Thorns and Roses),Sarah J. Maas,,1635575583,14.0,4.9,,,,"Children's fiction, Fantasy fiction, Fairies, fiction",,
A Court of Silver Flames,Sarah J. Maas ;Stina Nielsen (Narrator);Recorded Books;Inc. (Publisher),,,4.0,4.8,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",,2021-02-16
"A Court of Silver Flames (A Court of Thorns and Roses, 5)",Sarah J. Maas,,168119628X,7.0,4.8,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",,2021-02-16
A Court of Thorns and Roses,Sarah J. Maas,,1635575567,4.0,4.7,,,,"Children's fiction, Love, fiction, Fantasy fiction, Fairies, fiction",,2021-10-12
A Court of Thorns and Roses,Sarah J. Maas,,1635575567,4.0,4.7,,,,"Children's fiction, Love, fiction, Fantasy fiction, Fairies, fiction",,
A Court of Thorns and Roses,Sarah J. Maas,,1635575567,4.0,4.7,,,,"Children's fiction, Love, fiction, Fantasy fiction, Fairies, fiction",,
A Court of Thorns and Roses,Sarah J. Maas ;Jennifer Ikeda (Narrator);Recorded Books (Publisher),,,1.0,4.7,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",,2021-10-12
A Court of Thorns and Roses,Sarah J. Maas ;Jennifer Ikeda (Narrator);Recorded Books (Publisher),,,1.0,4.7,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",,
A Court of Thorns and Roses,Sarah J. Maas ;Jennifer Ikeda (Narrator);Recorded Books (Publisher),,,1.0,4.7,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",,
A Court of Thorns and Roses,Sarah J. Maas ;Jennifer Ikeda (Narrator);W. F. Howes Ltd (Publisher),,,68.0,4.7,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",,2021-10-12
A Court of Thorns and Roses,Sarah J. Maas ;Jennifer Ikeda (Narrator);W. F. Howes Ltd (Publisher),,,68.0,4.7,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",,
A Court of Thorns and Roses,Sarah J. Maas ;Jennifer Ikeda (Narrator);W. F. Howes Ltd (Publisher),,,68.0,4.7,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",,
"A Court of Thorns and Roses (A Court of Thorns and Roses, 1)",Sarah J. Maas,,1635575559,64.0,4.7,,,,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",,2020-10-15
A Court of Thorns and Roses Collector's Edition,Sarah J. Maas,,1547604174,51.0,4.7,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",,2019-11-05
A Court of Wings and Ruin,Sarah J. Maas ;Amanda Leigh Cobb (Narrator);Recorded Books (Publisher),,,3.0,4.8,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",,
"A Court of Wings and Ruin (A Court of Thorns and Roses, 3)",Sarah J. Maas,,1635575605,23.0,4.8,,,,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",,
A DANCE WITH DRAGONS,George R. R. Martin,9780553385953,055338595X,2.0,,"In the aftermath of a colossal battle, the Seven Kingdoms face new threats; Book 5 of ""A Song of Ice and Fire.""",https://www.amazon.com/Dance-Dragons-Song-Ice-Fire/dp/0553582011?tag=NYTBS-20,Bantam,,English-speaking area,2013-10-29
A DANGEROUS MAN,Robert Crais,9780525535713,0525535713,4.0,,Elvis Cole and Joe Pike get more than they bargained for when they investigate the abduction of a bank teller.,https://www.amazon.com/Dangerous-Elvis-Cole-Pike-Novel-ebook/dp/B07HW1BWHQ?tag=NYTBS-20,,,English-speaking area,2019-08-06
A DANGEROUS PLACE,Jacqueline Winspear,9780062220554,0062220551,4.0,,The psychologist turned private investigator Maisie Dobbs is drawn into political intrigue in Gibraltar in 1937.,https://www.amazon.com/Dangerous-Place-Maisie-Mysteries-Series-ebook/dp/B00LSRBY9A?tag=NYTBS-20,Harper,"Murder, Police, Sephardim, Women private investigators, Fiction, Photographers, Investigation, Crimes against, History",English-speaking area,
A DARK MATTER,Peter Straub,,,17.0,,A writer investigates what happened to his wife and others who fell under the spell of a charismatic campus guru in the 1960s.,http://www.amazon.com/A-Dark-Matter-Peter-Straub/dp/1400096723?tag=NYTBS-20,Doubleday,,,
A DARKER PLACE,Jack Higgins,,,10.0,,A Russian defector becomes a counterspy.,http://www.amazon.com/A-Darker-Place-Jack-Higgins/dp/0399155503?tag=NYTBS-20,Putnam,,,2009-01-27
A DEEPER LOVE INSIDE,Sister Souljah,,,7.0,,"A sequel to “The Coldest Winter Ever” focuses on Winter’s younger sister, Porsche Santiaga. ",http://www.amazon.com/Deeper-Love-Inside-Porsche-Santiaga-ebook/dp/B008J2C4F0?tag=NYTBS-20,Atria/Emily Bestler Books,,,2014-02-18
A DELICATE TOUCH,Stuart Woods,9780735219274,0735219273,5.0,,The 48th book in the Stone Barrington series.,https://www.amazon.com/Delicate-Touch-Stone-Barrington-Novel-ebook/dp/B07DH8GWMS?tag=NYTBS-20,,,English-speaking area,2018-12-31
A DELICATE TRUTH,John le Carre,,,6.0,,"A young man investigates a private-public antiterrorist operation, supposedly a great success but actually a disaster. ",http://www.amazon.com/Delicate-Truth-John-Le-Carre/dp/0670014893?tag=NYTBS-20,Viking,,,2013-04-25
A DETAIL OF HISTORY,Arek Hersh,9781910167762,,4.0,,A memoir of surviving the Holocaust as a boy.,https://www.amazon.com/Detail-Of-History-harrowing-holocaust-ebook/dp/B00X7O27B6?tag=NYTBS-20,,,English-speaking area,2015
A DEVIL IS WAITING,Jack Higgins,,,15.0,,Sean Dillon helps to foil a plot to assassinate the president in London.,http://www.amazon.com/A-Devil-Waiting-Jack-Higgins/dp/0425250571?tag=NYTBS-20,Putnam,,,2012-01-03
A DISCOVERY OF WITCHES,Deborah Harkness,9781101475690,,4.0,,The recovery of a lost ancient manuscript in a library at Oxford sets a fantastical underworld stirring.,https://www.amazon.com/Discovery-Witches-Novel-Souls-Trilogy/dp/0143119680?tag=NYTBS-20,Viking,,English-speaking area,2011-02-08
A DOG'S PURPOSE,W. Bruce Cameron,9780765388100,0765388103,3.0,,"From stray mutt to golden-haired puppy, a dog finds himself reincarnated over the years as he searches for his purpose in life.",https://www.amazon.com/Dogs-Purpose-Novel-Humans/dp/0765330342?tag=NYTBS-20,Forge,"FICTION / Family Life, Human-animal relationships, Dogs, Fiction",English-speaking area,2016-12-06
A DOG'S WAY HOME,W. Bruce Cameron,9781250301895,1250301890,5.0,,A dog sets out across 400 miles of wilderness to find the man who rescued her as a puppy.,https://www.amazon.com/Dogs-Way-Home-Bruce-Cameron/dp/076537465X?tag=NYTBS-20,Forge/Tom Doherty,,English-speaking area,
A DOG’S JOURNEY,W. Bruce Cameron,,,14.0,,"In a sequel to “A Dog’s Purpose,” Buddy the dog embraces a new destiny.",http://www.amazon.com/A-Dogs-Journey-Novel/dp/0765330539?tag=NYTBS-20,Tom Doherty/Forge,,,
A DOUBTER'S ALMANAC,Ethan Canin,,,20.0,,,http://www.amazon.com/A-Doubters-Almanac-Novel/dp/1400068266?tag=NYTBS-20,Random House,,,
