,title,author,isbn13,isbn10,rank,rating,description,amazon_product_url,publisher,categories,year
114,A COLUMN OF FIRE,Ken Follett,9780525954972,052595497X,1.0,,The lovers Ned Willard and Margery Fitzgerald find themselves on opposite sides of a conflict between English Catholics and Protestants while Queen Elizabeth fights to maintain her throne.,https://www.amazon.com/Column-Fire-Kingsbridge-Ken-Follett-ebook/dp/B01N1U8IB3?tag=NYTBS-20,Viking,,2017-09-12
115,A COMMON STRUGGLE,Patrick J Kennedy;Stephen Fried,9780399173325,0399173323,3.0,,"The former Rhode Island representative, the son of Senator Ted Kennedy, describes his troubles with bipolar disorder and addiction and his subsequent advocacy for mental health care and research.",https://www.amazon.com/Common-Struggle-Personal-Journey-Addiction/dp/0399173323?tag=NYTBS-20,,,2015
116,A CONJURING OF LIGHT,V E Schwab,9780765387486,0765387484,6.0,,The final book in the Shades of Magic fantasy series.,https://www.amazon.com/Conjuring-Light-Novel-Shades-Magic/dp/0765387468?tag=NYTBS-20,Tor/Tom Doherty,,2017-02-21
117,A COURSE IN WEIGHT LOSS,Barbra Streisand,9781401921521,1401921523,4.0,,A program that links losing weight to spiritual growth.,https://www.amazon.com/Course-Weight-Loss-Spiritual-Surrendering/dp/1401921523?tag=NYTBS-20,,,2010
118,A COURT OF MIST AND FURY,Sarah J Maas,9781619634466,1619634465,1.0,,A sequel follows Feyre through the shadowy world of the Night Court.,https://www.amazon.com/Court-Mist-Fury-Thorns-Roses-ebook/dp/B015FELXQ0?tag=NYTBS-20,,,2016-05-03
119,A COURT OF THORNS AND ROSES,Sarah J Maas,9781619634459,1619634457,2.0,,A huntress is carried off to a treacherous magical land.,https://www.amazon.com/Court-Thorns-Roses-Sarah-Maas-ebook/dp/B00OZP5VRS?tag=NYTBS-20,,,2015-05-05
120,A CREED IN STONE CREEK,Linda Lael Miller,9780373775552,0373775555,1.0,,"Steven Creed becomes the guardian of a 5-year-old boy, trading his law firm for a ranch near his McKettrick family in Stone Creek, Ariz.",https://www.amazon.com/Creed-Stone-Creek-Montana-Creeds-ebook/dp/B004MPRZ0C?tag=NYTBS-20,,,2011-02-22
121,A CROWN IMPERILED,Raymond E Feist,9780007290185,0007290187,20.0,,,http://www.amazon.com/A-Crown-Imperiled-Chaoswar-Saga/dp/006146841X?tag=NYTBS-20,Harper Voyager,,2012-02-20
122,A CURIOUS MIND,Brian Grazer;Charles Fishman,9781476730752,147673075X,1.0,,"The Oscar-winning producer describes the importance of curiosity in his life, and how others can harness its power.",https://www.amazon.com/Curious-Mind-Secret-Bigger-Life-ebook/dp/B00LJXK23C?tag=NYTBS-20,,,
123,A Christmas Carol,Charles Dickens,,1712674218,39.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",
124,A Christmas Carol,Charles Dickens (Author);Derek Miller (Narrator);MVP (Publisher);0 more,,,31.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror"",""Ghosts""]",
125,A Christmas Carol (Bantam Classics),Charles Dickens,9780553212440,0553212443,5.0,4.7,,,,"[""Books"",""Christian Books & Bibles"",""Literature & Fiction""]",1986-11-01
126,A Christmas Carol (Calla Editions),Charles Dickens,,1606601210,3.0,4.7,,,,"[""Books"",""Literature & Fiction"",""World Literature""]",
127,A Christmas Carol (Chiltern Classic),Charles Dickens,9781912714704,1912714701,59.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2020-08-14
128,A Christmas Carol (Dover Thrift Editions),Charles Dickens,9780486817965,0486817962,65.0,4.7,,,,"[""Books"",""Christian Books & Bibles"",""Literature & Fiction""]",2017-11-15
129,A Christmas Carol (Simon & Schuster Edition),Charles Dickens (Author);Patrick Stewart (Narrator);Simon;Schuster Audio (Publisher);0 more,,,1.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Dramas & Plays"",""British & Irish""]",
130,A Christmas Carol: The Original Manuscript Edition,Charles Dickens,9780393608656,0393608654,63.0,4.7,,,,"[""Books"",""Literature & Fiction"",""History & Criticism""]",2016-11-01
131,A Christmas Carol: With Original Illustrations In Full Color,Charles Dickens,9781936830886,1936830884,7.0,4.7,,,,"[""Books"",""Christian Books & Bibles"",""Literature & Fiction""]",2016-09-12
132,"A Clash of Kings: A Song of Ice and Fire, Book 2",Roy Dotrice (Narrator);George R.R. Martin (Author);Random House Audio (Publisher);0 more,9780449011102,0449011100,36.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",2012-03
133,"A Column of Fire: The Kingsbridge Novels, Book 3",Ken Follett (Author);John Lee (Narrator);Macmillan Digital Audio (Publisher);0 more,9780735224476,0735224471,14.0,4.6,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Spies & Politics"",""Espionage""]",2017-09-12
134,A Court of Frost and Starlight,Sarah J. Maas (Author);Amanda Leigh Cobb (Narrator);Recorded Books (Publisher);0 more,9781526634276,1526634279,4.0,4.5,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",2020-10-01
135,A Court of Frost and Starlight (A Court of Thorns and Roses),Sarah J. Maas,9781681199061,1681199068,33.0,4.5,,,,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",2018-05-01
136,A Court of Mist and Fury,Sarah J. Maas (Author);Jennifer Ikeda (Narrator);Recorded Books (Publisher);0 more,9781681192710,1681192713,2.0,4.9,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",2016
137,A Court of Mist and Fury (A Court of Thorns and Roses),Sarah J. Maas,9781408857892,1408857898,14.0,4.9,,,,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",2016-05-03
138,A Court of Silver Flames,Sarah J. Maas (Author);Stina Nielsen (Narrator);Recorded Books;Inc. (Publisher);0 more,,,4.0,4.8,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",
139,"A Court of Silver Flames (A Court of Thorns and Roses, 5)",Sarah J. Maas,9781635576191,1635576199,7.0,4.8,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",
140,A Court of Thorns and Roses,Sarah J. Maas,9781635577716,1635577713,4.0,4.7,,,,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",2021-10-12
141,A Court of Thorns and Roses,Sarah J. Maas (Author);Jennifer Ikeda (Narrator);Recorded Books (Publisher);0 more,,,1.0,4.7,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",
142,A Court of Thorns and Roses,Sarah J. Maas (Author);Jennifer Ikeda (Narrator);W. F. Howes Ltd (Publisher);0 more,,,68.0,4.7,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",
143,"A Court of Thorns and Roses (A Court of Thorns and Roses, 1)",Sarah J. Maas,9781526635204,1526635208,64.0,4.7,,,,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",2020-10-15
144,A Court of Thorns and Roses Collector's Edition,Sarah J. Maas,9781637992777,1637992777,51.0,4.7,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",2019-11-05
145,A Court of Wings and Ruin,Sarah J. Maas (Author);Amanda Leigh Cobb (Narrator);Recorded Books (Publisher);0 more,,,3.0,4.8,,,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",
146,"A Court of Wings and Ruin (A Court of Thorns and Roses, 3)",Sarah J. Maas,9781408857915,140885791X,23.0,4.8,,,,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",2017-05-02
147,A DANCE WITH DRAGONS,George R R Martin,9780553385953,055338595X,2.0,,"In the aftermath of a colossal battle, the Seven Kingdoms face new threats; Book 5 of ""A Song of Ice and Fire.""",https://www.amazon.com/Dance-Dragons-Song-Ice-Fire/dp/0553582011?tag=NYTBS-20,Bantam,,2013-10-29
148,A DANGEROUS MAN,Robert Crais,9780525535713,0525535713,4.0,,Elvis Cole and Joe Pike get more than they bargained for when they investigate the abduction of a bank teller.,https://www.amazon.com/Dangerous-Elvis-Cole-Pike-Novel-ebook/dp/B07HW1BWHQ?tag=NYTBS-20,,,2019-08-06
149,A DANGEROUS PLACE,Jacqueline Winspear,9780062220554,0062220551,4.0,,The psychologist turned private investigator Maisie Dobbs is drawn into political intrigue in Gibraltar in 1937.,https://www.amazon.com/Dangerous-Place-Maisie-Mysteries-Series-ebook/dp/B00LSRBY9A?tag=NYTBS-20,Harper,,2015-03-17
150,A DARK MATTER,Peter Straub,9781409107279,1409107272,17.0,,A writer investigates what happened to his wife and others who fell under the spell of a charismatic campus guru in the 1960s.,http://www.amazon.com/A-Dark-Matter-Peter-Straub/dp/1400096723?tag=NYTBS-20,Doubleday,,2010-03-04
151,A DARKER PLACE,Jack Higgins,9781440629358,1440629358,10.0,,A Russian defector becomes a counterspy.,http://www.amazon.com/A-Darker-Place-Jack-Higgins/dp/0399155503?tag=NYTBS-20,Putnam,,2009-01-27
152,A DEEPER LOVE INSIDE,Sister Souljah,,,7.0,,"A sequel to “The Coldest Winter Ever” focuses on Winter’s younger sister, Porsche Santiaga. ",http://www.amazon.com/Deeper-Love-Inside-Porsche-Santiaga-ebook/dp/B008J2C4F0?tag=NYTBS-20,Atria/Emily Bestler Books,,
153,A DELICATE TOUCH,Stuart Woods,9780735219274,0735219273,5.0,,The 48th book in the Stone Barrington series.,https://www.amazon.com/Delicate-Touch-Stone-Barrington-Novel-ebook/dp/B07DH8GWMS?tag=NYTBS-20,,,2018-12-31
154,A DELICATE TRUTH,John le Carre,9780241965177,0241965179,6.0,,"A young man investigates a private-public antiterrorist operation, supposedly a great success but actually a disaster. ",http://www.amazon.com/Delicate-Truth-John-Le-Carre/dp/0670014893?tag=NYTBS-20,Viking,,2013-04-25
155,A DETAIL OF HISTORY,Arek Hersh,9781910167779,1910167770,4.0,,A memoir of surviving the Holocaust as a boy.,https://www.amazon.com/Detail-Of-History-harrowing-holocaust-ebook/dp/B00X7O27B6?tag=NYTBS-20,,,
156,A DEVIL IS WAITING,Jack Higgins,9781101554050,1101554053,15.0,,Sean Dillon helps to foil a plot to assassinate the president in London.,http://www.amazon.com/A-Devil-Waiting-Jack-Higgins/dp/0425250571?tag=NYTBS-20,Putnam,,2012-01-03
157,A DISCOVERY OF WITCHES,Deborah Harkness,9781101475690,1101475692,4.0,,The recovery of a lost ancient manuscript in a library at Oxford sets a fantastical underworld stirring.,https://www.amazon.com/Discovery-Witches-Novel-Souls-Trilogy/dp/0143119680?tag=NYTBS-20,Viking,,2011-02-08
158,A DOG'S PURPOSE,W Bruce Cameron,9780765388100,0765388103,3.0,,"From stray mutt to golden-haired puppy, a dog finds himself reincarnated over the years as he searches for his purpose in life.",https://www.amazon.com/Dogs-Purpose-Novel-Humans/dp/0765330342?tag=NYTBS-20,Forge,,
159,A DOG'S WAY HOME,W Bruce Cameron,9781250301895,1250301890,5.0,,A dog sets out across 400 miles of wilderness to find the man who rescued her as a puppy.,https://www.amazon.com/Dogs-Way-Home-Bruce-Cameron/dp/076537465X?tag=NYTBS-20,Forge/Tom Doherty,,2018-11-27
160,A DOG’S JOURNEY,W Bruce Cameron,9781447220091,1447220099,14.0,,"In a sequel to “A Dog’s Purpose,” Buddy the dog embraces a new destiny.",http://www.amazon.com/A-Dogs-Journey-Novel/dp/0765330539?tag=NYTBS-20,Tom Doherty/Forge,,2013-01-17
161,A DOUBTER'S ALMANAC,Ethan Canin,9780812996784,081299678X,20.0,,,http://www.amazon.com/A-Doubters-Almanac-Novel/dp/1400068266?tag=NYTBS-20,Random House,,2016-02-16
162,A Dance with Dragons (A Song of Ice and Fire),George R. R. Martin,9780553905656,0553905651,13.0,4.4,,,,,2011-07-12
163,"A Dance with Dragons: A Song of Ice and Fire, Book 5",Roy Dotrice (Narrator);George R.R. Martin (Author);Random House Audio (Publisher);0 more,9780739375976,0739375970,57.0,4.5,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",2011-07-12
164,A Day in the Sun (Disney Frozen) (Pictureback(R)),Frank Berrios,9780736430883,0736430881,95.0,4.6,,,,,2014-01-07
165,A Deadly Influence (Abby Mullen Thrillers Book 1),Mike Omer,9781542022873,1542022878,14.0,4.4,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",2021-04
166,A Discovery of Witches (All Souls Series),Deborah Harkness,9780735220751,0735220751,9.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2018-05-08
167,A Discovery of Witches: A Novel (All Souls Series),by Deborah E. Harkness (Author),9780670022410,0670022411,50.0,4.6,"The recovery of a lost ancient manuscript in a library at Oxford sets a fantastical underworld stirring. Read by Jennifer Ikeda. 23 hours, 59 minutes unabridged.",https://www.amazon.com/Discovery-Witches-Novel-Souls-Trilogy/dp/0143119680?tag=NYTBS-20,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2011
168,A FEW OF THE GIRLS,Maeve Binchy,9781101947425,110194742X,12.0,,"A collection of the stories that spans the career of the Irish writer, who died in 2012.",http://www.amazon.com/Few-Girls-Stories-Maeve-Binchy/dp/1101947411?tag=NYTBS-20,Knopf,,2016-03-01
169,A FIELD GUIDE TO REDHEADS,Elizabeth Graeber,9780761185734,0761185739,5.0,,"An overview, with illustrations, of fictional and real-life redheads of many hues. 
",https://www.amazon.com/Field-Guide-Redheads-Illustrated-Celebration/dp/0761185739?tag=NYTBS-20,,,2016-09-06
170,A FIGHTING CHANCE,Elizabeth Warren,9781627790529,1627790527,5.0,,"The Massachusetts senator describes her life, her academic work and her battle for a consumer protection agency.",https://www.amazon.com/A-Fighting-Chance-Elizabeth-Warren/dp/1627790527?tag=NYTBS-20,,,2014-04-22
171,A FINE ROMANCE,Candice Bergen,9780684808277,0684808277,5.0,,"The actress's memoir discusses her marriage to Louis Malle, her work on ""Murphy Brown"" and the birth of her daughter at 39.",https://www.amazon.com/A-Fine-Romance-Candice-Bergen/dp/0684808277?tag=NYTBS-20,,,2015-04-07
172,A FISTFUL OF COLLARS,Spencer Quinn,9781451665178,1451665172,16.0,,"Bernie and his loyal dog, Chet, must keep an eye on a badly behaved movie star; the fifth book in a series.",http://www.amazon.com/Fistful-Collars-Bernie-Mystery-Series/dp/1451665164?tag=NYTBS-20,Atria,,2013-07-02
173,A FOOL'S GOLD CHRISTMAS,Susan Mallery,9780369719638,0369719638,18.0,,"Both in Fool’s Gold, Calif., only reluctantly, a dancing teacher and a bad-boy lawyer are drawn together.",http://www.amazon.com/Fools-Gold-Christmas-Susan-Mallery-ebook/dp/B008ENEB9G?tag=NYTBS-20,Harlequin HQN,,2021-11-15
174,"A FRIEND FOR EINSTEIN, THE SMALLEST STALLION",Charlie Cantrell;Rachel Wagner,9781423145639,1423145631,3.0,,The world’s smallest horse searches for the ideal playmate.,https://www.amazon.com/A-Friend-Einstein-Smallest-Stallion/dp/1423145631?tag=NYTBS-20,,,2011-04-19
175,A FRIEND LIKE HENRY,Nuala Gardner,9781402233753,1402233752,2.0,,The story of an autistic boy and the dog that unlocked his world.,https://www.amazon.com/Friend-Like-Henry-Remarkable-Autistic-ebook/dp/B0023SDQXU?tag=NYTBS-20,,,2008-09-01
176,A FULL LIFE,Jimmy Carter,9781501115639,1501115634,4.0,,"At 90, the 39th president (and Nobel Prize winner) reflects on his private and public life.",https://www.amazon.com/Full-Life-Reflections-Thorndike-Nonfiction/dp/1410482022?tag=NYTBS-20,,,2015-07-07
177,A FUNNY THING HAPPENED ON THE WAY TO THE FUTURE,Michael J Fox,9781401323868,1401323863,2.0,,The actor shares lessons learned.,https://www.amazon.com/Funny-Thing-Happened-Way-Future/dp/1401323863?tag=NYTBS-20,,,2010-04-13
178,A Familiar Sight (Dr. Gretchen White Book 1),Brianna Labuskes,,,31.0,4.3,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",
179,"A Feast for Crows: A Song of Ice and Fire, Book 4",Roy Dotrice (Narrator);George R.R. Martin (Author);Random House Audio (Publisher);0 more,9780449011911,0449011917,54.0,4.5,,,,"[""Books"",""Science Fiction & Fantasy"",""Fantasy"",""Epic""]",2012-03-27
180,A GAME OF THRONES,George RR Martin,9780440423218,044042321X,1.0,,The epic fantasy by George R.R. Martin gets the graphic novel treatment.,https://www.amazon.com/Game-Thrones-Song-Fire-Book-ebook/dp/B000QCS8TW?tag=NYTBS-20,,,2012-03-27
181,"A GAME OF THRONES, VOL. 2",Daniel Abraham;Tommy Patterson,9780440423225,0440423228,1.0,,George R.R. Martin's fantasy series is the gift that keeps on giving - first the HBO series and now a graphic novel one.,https://www.amazon.com/Game-Thrones-Graphic-Novel-Volume/dp/0440423228?tag=NYTBS-20,,,2013-06-11
182,"A GAME OF THRONES, VOL. 3",Daniel Abraham;Tommy Patterson,9780440423232,0440423236,1.0,,"George R.R. Martin’s fantasy series is the gift that keeps on giving — first there was the television adaptation on HBO — and now, a graphic novel one.",https://www.amazon.com/Game-Thrones-Graphic-Novel-Volume/dp/0440423236?tag=NYTBS-20,,,2014-03-11
183,"A GAME OF THRONES, VOLUME FOUR",Daniel Abraham;Tommy Patterson,9780345529190,0345529197,4.0,,The epic fantasy by George R.R. Martin gets the graphic novel treatment.,https://www.amazon.com/Game-Thrones-Graphic-Novel-Volume/dp/0345529197?tag=NYTBS-20,,,2015-05-12
184,A GATE AT THE STAIRS,Lorrie Moore,9780307273215,0307273210,10.0,,A Midwestern college student takes a job as a nanny with a couple on the eve of adoption.,http://www.amazon.com/Gate-at-Stairs-Lorrie-Moore/dp/0375409289?tag=NYTBS-20,Knopf,,2009-09-01
185,A GATHERING OF SHADOWS,V E Schwab,9780765376497,0765376490,15.0,,A magicians’ competition is about to be held in one of the linked alternative realities of London in this fantasy.,http://www.amazon.com/A-Gathering-Shadows-Novel/dp/0765376474?tag=NYTBS-20,Tor/Tom Doherty,,2016-02-23
186,A GENTLEMAN IN MOSCOW,Amor Towles,9781448135509,1448135508,8.0,,"A Russian count undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin.",http://www.amazon.com/Gentleman-Moscow-Novel-Amor-Towles/dp/0670026190?tag=NYTBS-20,Viking,,2017-01-09
187,A GENTLEMAN NEVER TELLS,Eloisa James,9780062573063,0062573063,5.0,,A novella traces a widow's course into the arms of a reformed rake.,https://www.amazon.com/Gentleman-Never-Tells-Novella-ebook/dp/B01DIV0QEM?tag=NYTBS-20,,,2016-06-28
188,A GIFT OF HOPE,Danielle Steel,9780552165440,0552165441,5.0,,"In this memoir, the novelist describes how she transformed the pain of the loss of her son into an enriching campaign of service.",https://www.amazon.com/A-Gift-Hope-Helping-Homeless-ebook/dp/B004X6PRJG?tag=NYTBS-20,,,2013
189,A GIRL'S GUIDE TO MOVING ON,Debbie Macomber,9780553391923,0553391925,2.0,,A mother and her daughter-in-law both leave unhappy marriages and take up with new men.,https://www.amazon.com/Girls-Guide-Moving-On-Novel-ebook/dp/B00ZNE17B4?tag=NYTBS-20,Ballantine,,2016
190,A GOD IN RUINS,Kate Atkinson,9781409043690,140904369X,6.0,,Postwar Britain as seen through the members of a well-to-do family.,http://www.amazon.com/A-God-Ruins-Novel-ebook/dp/B00NERQQXG?tag=NYTBS-20,"Little, Brown",,2015-05-05
